text,label
"We will ensure that we acquire the ships, aircraft, vehicles and other equipment our Forces need in a manner that ensures our troops have the best possible equipment and that taxpayers' dollars are prudently spent.",3
* Ban the importation of toxic waste and their incineration.,35
"A priority of these strategies must be to increase value-added production in all forest resource development,",28
and banning all tobacco advertising and promotion in print and electronic media which may be viewed and read by youth.,26
"A Conservative government will: Reduce the GST by one point right away, to six percent.",32
"Require that all sitting or elected MPs report the existence of any trust funds or secret accounts, and that such accounts be wound up.",17
We will also create a compliance and deterrent power that allows the Canadian Radio-television and Telecommunications Commission (CRTC) to block these and similar unfair charges in the future.,46
"Increase financial support for the settlement process for new Canadians to assist with literacy, community integration and orientation, including bridging, mentorship, English and French as a second language (ESL and FSL) programs and resource service centres.",49
"A re-elected Conservative Government led by Stephen Harper will follow through with consumer product safety legislation providing for more inspection and testing of food, toys and consumer products to ensure that dangerous products are swiftly recalled.",21
The government should have a very limited role in criminal investigations.,17
